id_sintetico,cenario_id,indice_risco_verdadeiro,theta_latente,aquiescencia,itens_em_branco
RISK-V2-009543,CEN-23,82.23772321,1.47537303,-0.05567354,0
RISK-V2-009544,CEN-04,15.43960813,-1.70505131,-0.01876238,0
RISK-V2-009545,CEN-18,37.26438492,-0.60558861,-0.07504756,2
RISK-V2-009546,CEN-05,84.06684028,1.43009688,-0.058365,1
RISK-V2-009547,CEN-16,86.23201885,1.44631107,0.04684876,1
RISK-V2-009548,CEN-10,65.24181548,0.47928812,-0.21327742,0
RISK-V2-009549,CEN-17,64.26835317,0.47837404,-0.11368386,1
RISK-V2-009550,CEN-06,38.02083333,-0.22013854,0.24088248,2
RISK-V2-009551,CEN-08,15.65724206,-1.37468801,-0.07112275,0
RISK-V2-009552,CEN-24,61.64310516,0.65550355,-0.00646119,0
RISK-V2-009553,CEN-03,26.65550595,-0.87292256,0.25746905,5
RISK-V2-009554,CEN-07,77.13169643,1.12861015,-0.00418445,3
RISK-V2-009555,CEN-06,51.52157738,-0.03139039,-0.00157912,2
RISK-V2-009556,CEN-02,83.63343254,1.22902747,0.08518375,0
RISK-V2-009557,CEN-01,33.11197917,-0.66242736,0.05812404,2
RISK-V2-009558,CEN-11,24.1765873,-0.96270087,-0.0674742,3
RISK-V2-009559,CEN-02,48.03863733,-0.37587256,-0.30095863,2
RISK-V2-009560,CEN-11,36.17931548,-0.46247349,0.23393055,2
RISK-V2-009561,CEN-23,87.32762897,1.45730438,-0.06352356,2
RISK-V2-009562,CEN-11,5.53013393,-1.87535887,0.25015992,0
RISK-V2-009563,CEN-09,58.89756944,0.49872836,0.16342462,0
RISK-V2-009564,CEN-05,80.71676587,0.888657,-0.062284,1
RISK-V2-009565,CEN-02,50.14198909,0.15119552,0.30727576,0
RISK-V2-009566,CEN-24,68.35875496,0.57919857,0.12396161,2
RISK-V2-009567,CEN-22,7.38414116,-1.7145013,0.01901709,1
RISK-V2-009568,CEN-07,97.80195933,2.07444478,0.23110138,3
RISK-V2-009569,CEN-06,88.0530754,1.33531243,-0.22543154,2
RISK-V2-009570,CEN-19,1.83531746,-2.22355525,-0.11749144,0
RISK-V2-009571,CEN-24,35.04340278,-0.0686137,0.27489001,0
RISK-V2-009572,CEN-03,12.59212018,-1.38187885,-0.04165087,3
RISK-V2-009573,CEN-21,21.55877976,-1.16968516,-0.09583764,2
RISK-V2-009574,CEN-15,29.91071429,-0.76701012,-0.12829146,0
RISK-V2-009575,CEN-21,8.63095238,-1.78619142,-0.35017538,2
RISK-V2-009576,CEN-10,63.65513393,0.49918428,-0.31759735,2
RISK-V2-009577,CEN-10,86.46019345,1.51980178,0.17564293,3
RISK-V2-009578,CEN-11,21.54203869,-0.947513,0.139223,2
RISK-V2-009579,CEN-17,32.02008929,-0.84027081,-0.07604062,0
RISK-V2-009580,CEN-02,82.09263393,1.25327236,-0.14774818,0
RISK-V2-009581,CEN-19,20.55431548,-0.89862284,-0.07363212,1
RISK-V2-009582,CEN-11,19.20758929,-1.28157118,-0.40960029,2
RISK-V2-009583,CEN-10,72.82862103,0.92086114,0.41140816,0
RISK-V2-009584,CEN-13,40.17857143,-0.04566048,0.08652595,0
RISK-V2-009585,CEN-19,10.1531498,-1.70846366,-0.20192356,1
RISK-V2-009586,CEN-15,8.77542163,-1.89106713,-0.30821306,0
RISK-V2-009587,CEN-17,51.42299107,0.17696507,0.44889169,1
RISK-V2-009588,CEN-16,83.13678075,1.05948843,0.00758851,0
RISK-V2-009589,CEN-22,5.31808036,-1.86567509,-0.11203023,1
RISK-V2-009590,CEN-20,8.5453869,-1.87232989,0.19214916,1
RISK-V2-009591,CEN-13,33.64521329,-0.4245782,0.13875574,1
RISK-V2-009592,CEN-13,19.10962302,-1.05319717,0.05931955,1
RISK-V2-009593,CEN-24,77.59734623,1.19794823,0.22486104,1
RISK-V2-009594,CEN-12,66.15885417,0.64601738,0.2954173,5
RISK-V2-009595,CEN-03,32.64880952,-0.51172631,-0.02342976,1
RISK-V2-009596,CEN-03,32.32638889,-0.53340947,0.22261542,1
RISK-V2-009597,CEN-15,23.68303571,-1.18844629,-0.16588345,0
RISK-V2-009598,CEN-07,92.31150794,1.60041629,-0.01039494,1
RISK-V2-009599,CEN-20,47.4516369,-0.3589838,-0.05263317,5
RISK-V2-009600,CEN-04,19.72505669,-1.2484704,-0.02805466,2
RISK-V2-009601,CEN-11,6.40500992,-1.74910525,0.26965731,1
RISK-V2-009602,CEN-24,57.23497732,0.17388501,0.00266443,1
RISK-V2-009603,CEN-02,91.90290179,1.65339993,0.1505978,0
RISK-V2-009604,CEN-05,61.63008433,0.37198508,0.25289943,0
RISK-V2-009605,CEN-15,1.45399306,-2.05111979,0.26865708,1
RISK-V2-009606,CEN-13,60.8500744,0.32587182,0.09220501,0
RISK-V2-009607,CEN-07,72.2234623,0.66811297,-0.1347166,1
RISK-V2-009608,CEN-19,35.33916171,-0.57725475,-0.22590209,1
RISK-V2-009609,CEN-10,77.70089286,1.12742823,0.09001564,2
RISK-V2-009610,CEN-19,6.55071925,-2.02499821,-0.02804468,0
RISK-V2-009611,CEN-08,44.30245536,-0.27950525,-0.08478921,0
RISK-V2-009612,CEN-21,19.90327381,-1.11810313,0.17064919,2
RISK-V2-009613,CEN-14,58.60739087,0.51079162,-0.05544638,2
RISK-V2-009614,CEN-08,42.20734127,-0.31420039,-0.12714616,1
RISK-V2-009615,CEN-23,45.95176091,0.19329921,0.13156652,1
RISK-V2-009616,CEN-23,93.65451389,1.84678656,-0.14803275,0
RISK-V2-009617,CEN-14,41.16815476,-0.74908643,-0.32614682,0
RISK-V2-009618,CEN-11,24.54117063,-0.73000382,0.15194289,0
RISK-V2-009619,CEN-10,92.69061791,1.69187499,0.00410067,2
RISK-V2-009620,CEN-13,51.71635842,-0.01641682,-0.01786943,3
RISK-V2-009621,CEN-19,6.79253472,-1.90465473,-0.07201473,0
RISK-V2-009622,CEN-03,31.71937004,-1.01602869,-0.26236026,1
RISK-V2-009623,CEN-21,26.48189484,-1.4010549,-0.59395548,0
RISK-V2-009624,CEN-02,64.39422123,0.72699076,0.23239367,1
RISK-V2-009625,CEN-11,14.294572,-1.07211374,0.0165217,3
RISK-V2-009626,CEN-24,24.14310516,-0.96103915,0.00559457,1
RISK-V2-009627,CEN-21,13.48497732,-0.98764019,0.19433366,2
RISK-V2-009628,CEN-04,19.10404266,-1.21971832,-0.21626746,0
RISK-V2-009629,CEN-05,75.11089853,1.01393152,0.18353687,2
RISK-V2-009630,CEN-09,65.51268424,0.63595585,-0.01148007,2
RISK-V2-009631,CEN-20,46.44345238,-0.32000715,-0.45646774,1
RISK-V2-009632,CEN-14,10.21825397,-1.6156227,0.03370925,2
RISK-V2-009633,CEN-23,83.44928075,1.22839549,0.0363251,0
RISK-V2-009634,CEN-12,95.52145337,2.01543953,0.08034956,0
RISK-V2-009635,CEN-19,38.61793155,-0.42569189,0.02830553,0
RISK-V2-009636,CEN-11,5.70790816,-1.69713268,0.02897544,1
RISK-V2-009637,CEN-24,70.29017857,0.93569399,-0.0650038,1
RISK-V2-009638,CEN-08,28.51155045,-0.80931232,-0.0410819,2
RISK-V2-009639,CEN-18,57.57936508,0.34190417,0.02702278,1
RISK-V2-009640,CEN-23,70.20399306,0.83210361,0.24851722,1
RISK-V2-009641,CEN-20,66.79191468,0.8523143,0.26814225,1
RISK-V2-009642,CEN-21,27.35863095,-0.79004675,0.10293425,2
RISK-V2-009643,CEN-02,43.73139881,-0.15470508,0.15147962,1
RISK-V2-009644,CEN-16,93.7406994,1.755914,-0.29433606,2
RISK-V2-009645,CEN-21,11.33556548,-1.12467667,0.20728848,0
RISK-V2-009646,CEN-01,87.86520337,1.63203332,0.10564892,1
RISK-V2-009647,CEN-03,84.49962798,1.26958767,-0.17863431,0
RISK-V2-009648,CEN-24,61.06150794,0.5155741,-0.0243601,3
RISK-V2-009649,CEN-04,37.87760417,-0.76803217,-0.26562117,2
RISK-V2-009650,CEN-01,52.3735119,0.04930139,-0.11749291,2
RISK-V2-009651,CEN-21,1.03236607,-2.24075304,0.16789825,2
RISK-V2-009652,CEN-23,89.8530506,1.57677991,-0.12804372,1
RISK-V2-009653,CEN-06,84.35825893,1.66798613,0.00593317,1
RISK-V2-009654,CEN-17,34.15993481,-0.65337596,0.00670494,3
RISK-V2-009655,CEN-10,71.81175595,0.72551581,0.14740588,1
RISK-V2-009656,CEN-20,25.50037202,-0.97341353,-0.13251378,2
RISK-V2-009657,CEN-18,59.86607143,0.44600866,0.01009044,3
RISK-V2-009658,CEN-05,69.55357143,0.56164839,-0.13390424,2
RISK-V2-009659,CEN-06,43.52368552,-0.04420725,0.01008526,1
RISK-V2-009660,CEN-06,81.16815476,1.16171033,0.05233858,0
RISK-V2-009661,CEN-22,17.24516369,-1.3450075,-0.14358386,4
RISK-V2-009662,CEN-24,31.42361111,-0.72938969,0.2186082,0
RISK-V2-009663,CEN-02,54.05443948,0.15723865,0.26045457,1
RISK-V2-009664,CEN-10,55.43261054,0.26130476,0.13511975,2
RISK-V2-009665,CEN-07,99.33035714,2.25717678,0.01735826,0
RISK-V2-009666,CEN-05,86.24441964,1.47582116,0.02152613,2
RISK-V2-009667,CEN-14,30.03401361,-0.60956437,0.43972494,1
RISK-V2-009668,CEN-11,30.18105159,-0.56019999,0.09233547,2
RISK-V2-009669,CEN-17,49.22123016,0.23176303,0.09521496,1
RISK-V2-009670,CEN-13,24.40848214,-1.14443796,-0.29332587,2
RISK-V2-009671,CEN-11,19.33345734,-1.21267813,-0.04711355,2
RISK-V2-009672,CEN-16,88.40215774,1.58924235,0.01787636,2
RISK-V2-009673,CEN-11,6.31510417,-1.45403285,0.25334098,1
RISK-V2-009674,CEN-11,28.17088294,-0.56578858,-0.08180321,0
RISK-V2-009675,CEN-11,46.33928571,-0.39375108,-0.407261,0
RISK-V2-009676,CEN-18,12.86210317,-1.40657604,-0.07009369,2
RISK-V2-009677,CEN-01,64.0141369,0.28840789,-0.1960156,0
RISK-V2-009678,CEN-03,31.3764881,-0.64902413,0.01741148,1
RISK-V2-009679,CEN-16,94.29253472,1.96345306,0.02706718,0
RISK-V2-009680,CEN-22,12.8999256,-1.25147307,0.07551083,1
RISK-V2-009681,CEN-01,22.4311756,-1.06784786,0.04392183,1
RISK-V2-009682,CEN-11,20.28769841,-0.91822361,0.16951037,1
RISK-V2-009683,CEN-09,99.45436508,2.27649424,-0.02510536,1
RISK-V2-009684,CEN-05,90.53013393,1.67253685,0.28475891,1
RISK-V2-009685,CEN-22,28.24590774,-1.04047763,-0.18685461,1
RISK-V2-009686,CEN-03,68.2905506,0.49755652,-0.13369809,0
RISK-V2-009687,CEN-24,32.33816964,-0.87181003,-0.01343941,1
RISK-V2-009688,CEN-04,53.56894841,0.11860766,0.05156612,0
RISK-V2-009689,CEN-03,26.41262755,-1.06680447,-0.27361735,1
RISK-V2-009690,CEN-24,95.08928571,1.84789315,-0.06384429,0
RISK-V2-009691,CEN-06,82.31274802,1.30310146,-0.03278228,2
RISK-V2-009692,CEN-02,77.57316468,1.13834091,0.12532895,1
RISK-V2-009693,CEN-16,98.24900794,1.96246374,-0.13048693,1
RISK-V2-009694,CEN-19,25.24677579,-1.11048618,-0.17384645,0
RISK-V2-009695,CEN-19,0.0,-2.49682959,-0.10076237,1
RISK-V2-009696,CEN-15,8.41207837,-1.72639365,-0.09660356,0
RISK-V2-009697,CEN-02,72.07093254,0.73437206,-0.29354478,0
RISK-V2-009698,CEN-17,33.1281002,-0.73779285,-0.10154098,0
RISK-V2-009699,CEN-06,90.24739583,2.09988678,0.42887336,1
RISK-V2-009700,CEN-01,18.03137401,-1.04531628,0.2505896,0
RISK-V2-009701,CEN-20,34.39236111,-0.51830767,0.15028588,0
RISK-V2-009702,CEN-15,3.631661,-2.1988753,0.01684133,2
RISK-V2-009703,CEN-14,21.94320437,-0.91842987,0.03673714,1
RISK-V2-009704,CEN-04,48.47284226,-0.28178289,-0.23559393,3
RISK-V2-009705,CEN-09,85.8234127,1.38470582,-0.22957838,3
RISK-V2-009706,CEN-21,8.16220238,-1.81248069,-0.01055442,0
RISK-V2-009707,CEN-24,84.33779762,1.40781717,-0.03402962,2
RISK-V2-009708,CEN-12,68.42013889,0.76688813,0.10819711,3
RISK-V2-009709,CEN-07,93.17212302,2.09604741,0.46706797,0
RISK-V2-009710,CEN-03,25.30567956,-0.58152139,0.34846952,1
RISK-V2-009711,CEN-16,91.69713719,1.31856085,-0.14448906,2
RISK-V2-009712,CEN-03,14.17100694,-1.21423962,0.17094711,0
RISK-V2-009713,CEN-16,85.06634425,1.17707338,-0.29468762,2
RISK-V2-009714,CEN-14,34.66951885,-0.58429413,0.12816821,1
RISK-V2-009715,CEN-04,23.37921627,-1.00519556,-0.04263213,0
RISK-V2-009716,CEN-10,69.90947421,0.43764339,-0.09445006,0
RISK-V2-009717,CEN-14,55.39434524,0.10316966,-0.18089411,3
RISK-V2-009718,CEN-03,50.79861111,-0.10775507,0.00168757,0
RISK-V2-009719,CEN-24,23.01897321,-1.28187866,-0.05693749,3
RISK-V2-009720,CEN-14,51.52839782,0.02417114,-0.07487618,1
RISK-V2-009721,CEN-19,23.82998512,-0.65684447,0.5803959,2
RISK-V2-009722,CEN-23,96.2797619,2.20859934,0.08565371,1
RISK-V2-009723,CEN-21,6.93824405,-1.72143122,-0.03517845,1
RISK-V2-009724,CEN-17,41.10898526,-0.23036665,0.11762052,2
RISK-V2-009725,CEN-01,56.97385204,0.07758666,0.08905802,1
RISK-V2-009726,CEN-10,70.60887897,0.79370165,-0.26267032,2
RISK-V2-009727,CEN-24,27.12983631,-0.72408267,0.1022551,1
RISK-V2-009728,CEN-05,74.06436012,0.78943211,-0.16837438,0
RISK-V2-009729,CEN-18,48.50340136,0.06425543,0.23547828,2
RISK-V2-009730,CEN-16,57.35181052,0.24424898,-0.17617628,0
RISK-V2-009731,CEN-21,32.41133433,-0.44677415,0.14288583,1
RISK-V2-009732,CEN-05,53.82254464,0.12190771,0.02774501,2
RISK-V2-009733,CEN-24,78.4332483,0.82188275,-0.03821969,1
RISK-V2-009734,CEN-03,29.3061756,-0.93535868,-0.11661812,0
RISK-V2-009735,CEN-06,86.14512472,1.65068185,0.4037529,1
RISK-V2-009736,CEN-08,14.88467262,-1.16986879,0.23853441,1
RISK-V2-009737,CEN-03,12.30654762,-1.52037623,0.21389582,2
RISK-V2-009738,CEN-24,62.09077381,0.1575611,-0.04446885,4
RISK-V2-009739,CEN-01,39.29749504,-0.50766494,-0.23892102,0
RISK-V2-009740,CEN-11,8.4626559,-1.86864078,-0.31641496,2
RISK-V2-009741,CEN-24,47.34623016,0.24013576,0.09727303,2
RISK-V2-009742,CEN-23,88.65008503,1.37708182,-0.16028176,1
RISK-V2-009743,CEN-21,0.66964286,-2.31499657,0.18483391,3
RISK-V2-009744,CEN-21,6.66914683,-1.92476648,-0.50449352,0
RISK-V2-009745,CEN-05,62.57626488,0.58977638,-0.04105876,0
RISK-V2-009746,CEN-18,68.02765377,0.47712591,-0.1898044,1
RISK-V2-009747,CEN-18,60.37822421,0.39681879,-0.27325904,2
RISK-V2-009748,CEN-10,46.01500496,-0.05128906,0.10841647,0
RISK-V2-009749,CEN-14,27.4790958,-0.85402556,0.18651362,1
RISK-V2-009750,CEN-08,39.0075822,-0.05509445,0.13291894,1
RISK-V2-009751,CEN-07,63.5875496,0.42120946,0.14231582,0
RISK-V2-009752,CEN-16,31.17249504,-0.67041394,-0.02494938,1
RISK-V2-009753,CEN-14,37.81312004,-0.39870427,-0.22510089,1
RISK-V2-009754,CEN-01,49.67633929,-0.18535622,-0.11865471,1
RISK-V2-009755,CEN-14,27.33134921,-0.70809164,-0.0664383,0
RISK-V2-009756,CEN-17,37.27802579,-0.54420417,-0.27791952,1
RISK-V2-009757,CEN-03,12.33072917,-1.38649108,-0.18121803,2
RISK-V2-009758,CEN-07,78.3984375,1.25868891,0.13646084,1
RISK-V2-009759,CEN-03,20.77752976,-0.79030385,0.10722225,1
RISK-V2-009760,CEN-16,66.80059524,0.64035371,0.17023734,2
RISK-V2-009761,CEN-24,56.9921875,0.24269704,0.15389677,1
RISK-V2-009762,CEN-05,91.57924107,1.65556079,0.15028098,1
RISK-V2-009763,CEN-05,84.53683036,1.53951042,0.16466617,1
RISK-V2-009764,CEN-06,83.96329365,1.25283398,-0.10730567,0
RISK-V2-009765,CEN-06,66.12634637,0.79298382,0.42793305,2
RISK-V2-009766,CEN-19,28.17150298,-0.73383395,-0.21711108,2
RISK-V2-009767,CEN-10,52.57130456,0.02042627,0.06133487,0
RISK-V2-009768,CEN-02,64.37686012,0.53833189,-0.06142169,2
RISK-V2-009769,CEN-23,93.24466766,1.7010805,0.1417777,0
RISK-V2-009770,CEN-21,2.64827806,-2.09640369,0.15423238,2
RISK-V2-009771,CEN-11,35.32428075,-0.65394994,-0.06253607,0
RISK-V2-009772,CEN-14,75.9281994,1.09662286,0.27737198,1
RISK-V2-009773,CEN-12,58.52988591,0.37028708,-0.15881005,1
RISK-V2-009774,CEN-14,49.33567177,0.03929364,0.13074575,1
RISK-V2-009775,CEN-13,40.87425595,-0.33661642,0.31365902,2
RISK-V2-009776,CEN-02,87.68477183,1.62422828,0.0747037,0
RISK-V2-009777,CEN-05,73.13633787,1.05028074,-0.02550883,2
RISK-V2-009778,CEN-20,59.47854663,0.21756214,-0.20249057,0
RISK-V2-009779,CEN-03,16.45089286,-1.44546015,0.01775665,2
RISK-V2-009780,CEN-01,45.64546131,-0.22229778,-0.02394793,1
RISK-V2-009781,CEN-20,61.04228671,0.41104699,0.05372525,1
RISK-V2-009782,CEN-12,68.85168651,0.62738102,-0.11513927,0
RISK-V2-009783,CEN-02,81.40128968,1.07547396,-0.01953761,2
RISK-V2-009784,CEN-10,66.51165675,0.66394723,0.01196116,0
RISK-V2-009785,CEN-23,69.91009425,0.73249037,-0.20961485,1
RISK-V2-009786,CEN-03,15.93936012,-1.22905205,-0.02854968,1
RISK-V2-009787,CEN-12,36.51971726,-0.26755214,0.00074443,3
RISK-V2-009788,CEN-08,32.82844388,-0.56252747,0.35297587,2
RISK-V2-009789,CEN-09,73.13616071,0.64618097,0.01312969,0
RISK-V2-009790,CEN-22,30.34784226,-0.96065668,-0.15789663,1
RISK-V2-009791,CEN-09,81.11793155,1.18706312,-0.1532112,3
RISK-V2-009792,CEN-01,39.42708333,-0.30366084,0.17211605,1
RISK-V2-009793,CEN-11,16.08258929,-1.06140935,0.24322253,1
RISK-V2-009794,CEN-12,68.3984375,0.53334838,-0.34264172,0
RISK-V2-009795,CEN-02,85.14198909,1.38713977,0.04741359,2
RISK-V2-009796,CEN-17,24.93365575,-0.96683179,-0.07253624,3
RISK-V2-009797,CEN-10,75.6547619,0.75041221,-0.22805018,1
RISK-V2-009798,CEN-14,39.56659226,-0.43025932,-0.14430795,1
RISK-V2-009799,CEN-04,16.06026786,-1.20069622,-0.05024621,0
RISK-V2-009800,CEN-03,7.33382937,-1.9033191,-0.13720829,0
RISK-V2-009801,CEN-22,3.82015306,-2.20993046,-0.077781,1
RISK-V2-009802,CEN-20,42.01078869,-0.25635264,0.01134518,2
RISK-V2-009803,CEN-07,97.04241071,2.15529223,-0.07515573,1
RISK-V2-009804,CEN-04,16.25806052,-1.08366418,0.08018464,1
RISK-V2-009805,CEN-20,38.83308532,-0.63245259,-0.28462704,0
RISK-V2-009806,CEN-19,10.88895975,-1.79788322,-0.05251775,1
RISK-V2-009807,CEN-05,90.80791171,1.85330775,-0.17946057,2
RISK-V2-009808,CEN-15,16.0639881,-1.172304,0.19005668,1
RISK-V2-009809,CEN-01,30.42844742,-0.86651033,0.17960764,0
RISK-V2-009810,CEN-03,56.79315476,0.28843261,0.03000424,1
RISK-V2-009811,CEN-24,54.93055556,0.16696166,0.07296537,0
RISK-V2-009812,CEN-10,57.84288194,0.32098576,0.03411212,0
RISK-V2-009813,CEN-06,81.44283234,1.31716451,0.07195904,2
RISK-V2-009814,CEN-24,44.99007937,-0.60780213,-0.55887889,2
RISK-V2-009815,CEN-09,74.19270833,1.05895029,0.40695484,1
RISK-V2-009816,CEN-17,61.70076885,0.61447958,0.17536144,0
RISK-V2-009817,CEN-14,65.24553571,0.58412568,0.03124038,1
RISK-V2-009818,CEN-08,58.2124256,0.08090684,-0.18181397,0
RISK-V2-009819,CEN-16,53.88454861,0.35446699,0.48301666,1
RISK-V2-009820,CEN-15,9.11954365,-2.09803256,-0.32947065,1
RISK-V2-009821,CEN-23,96.57738095,2.26493084,0.14550916,2
RISK-V2-009822,CEN-22,47.89496528,-0.34822838,-0.32453291,2
RISK-V2-009823,CEN-23,99.63727679,3.10778859,-0.15731857,0
RISK-V2-009824,CEN-05,97.73065476,2.15844899,0.03716438,0
RISK-V2-009825,CEN-13,9.91071429,-1.44466461,-0.10853954,1
RISK-V2-009826,CEN-17,38.50012401,-0.36307475,0.08405597,1
RISK-V2-009827,CEN-21,15.77912415,-1.49354883,-0.06303836,2
RISK-V2-009828,CEN-03,16.18161848,-1.32794409,0.26438372,1
RISK-V2-009829,CEN-15,19.09970238,-1.06323581,0.25438595,1
RISK-V2-009830,CEN-10,86.73177083,1.17411226,-0.22386307,1
RISK-V2-009831,CEN-16,99.33035714,2.86489643,0.10124448,0
RISK-V2-009832,CEN-13,45.75520833,0.06699086,0.25582723,0
RISK-V2-009833,CEN-10,84.00297619,1.30944965,-0.11308571,2
RISK-V2-009834,CEN-07,86.61848073,1.39705946,-0.27069246,1
RISK-V2-009835,CEN-11,35.39496528,-0.61156306,-0.18993948,0
RISK-V2-009836,CEN-03,30.01116071,-0.64536488,0.06067016,1
RISK-V2-009837,CEN-01,70.46875,0.65368132,0.18512158,1
RISK-V2-009838,CEN-20,46.88704649,-0.11915308,-0.08070405,1
RISK-V2-009839,CEN-13,23.12375992,-0.9575079,0.13334787,0
RISK-V2-009840,CEN-09,72.87946429,1.00570516,0.01686462,2
RISK-V2-009841,CEN-01,49.48102679,-0.07991237,-0.09952969,0
RISK-V2-009842,CEN-23,91.84833829,1.92848025,0.12337845,1
RISK-V2-009843,CEN-16,84.50582837,1.23085272,-0.01302202,1
RISK-V2-009844,CEN-04,30.41852679,-0.54828054,0.45521067,1
RISK-V2-009845,CEN-15,4.34585813,-1.9493852,-0.26988808,2
RISK-V2-009846,CEN-18,30.83333333,-0.50103121,-0.07212138,3
RISK-V2-009847,CEN-24,43.74751984,-0.27419623,-0.07056457,0
RISK-V2-009848,CEN-14,20.94866071,-0.6860078,0.37929353,3
RISK-V2-009849,CEN-09,54.18526786,0.02490387,-0.28264416,1
RISK-V2-009850,CEN-13,9.04947917,-1.39032161,0.36009743,1
RISK-V2-009851,CEN-08,17.87388393,-1.27062634,0.15871768,1
RISK-V2-009852,CEN-05,99.25595238,3.17328776,-0.110084,3
RISK-V2-009853,CEN-02,58.22172619,0.32439722,0.16491952,1
RISK-V2-009854,CEN-16,66.953125,0.30424857,-0.00185977,0
RISK-V2-009855,CEN-18,31.3671875,-0.64986362,-0.01590542,0
RISK-V2-009856,CEN-09,87.41000567,1.62358453,0.19489324,2
RISK-V2-009857,CEN-23,98.71651786,2.31368959,-0.01409125,0
RISK-V2-009858,CEN-02,59.71478175,0.39240968,-0.31358678,0
RISK-V2-009859,CEN-21,0.0,-3.03561219,0.12510445,0
RISK-V2-009860,CEN-18,53.64273313,0.25068233,-0.05842979,0
RISK-V2-009861,CEN-19,41.31448413,-0.64883318,-0.38609166,1
RISK-V2-009862,CEN-13,14.46986607,-1.09733094,0.32262899,1
RISK-V2-009863,CEN-16,70.87983631,0.75832995,0.08707547,2
RISK-V2-009864,CEN-07,84.31547619,1.31273173,-0.07334905,1
RISK-V2-009865,CEN-04,33.69109623,-0.69608664,-0.09728821,1
RISK-V2-009866,CEN-15,26.65922619,-0.88852182,-0.07248998,2
RISK-V2-009867,CEN-10,75.06076389,1.01623881,0.05090615,0
RISK-V2-009868,CEN-04,35.99144345,-0.62203975,-0.18432597,0
RISK-V2-009869,CEN-01,39.97457837,-0.33061964,0.24310317,0
RISK-V2-009870,CEN-09,72.44419643,0.71964015,-0.16265431,1
RISK-V2-009871,CEN-16,80.5383716,0.99948321,-0.21419322,2
RISK-V2-009872,CEN-01,50.32366071,0.16390519,-0.05497684,0
RISK-V2-009873,CEN-02,84.78732639,1.25458569,0.22907741,2
RISK-V2-009874,CEN-20,28.14174107,-0.70558238,-0.00871503,2
RISK-V2-009875,CEN-16,65.09176587,0.57309956,-0.14462541,2
RISK-V2-009876,CEN-01,65.66344246,0.56791624,-0.045216,0
RISK-V2-009877,CEN-01,48.39719742,-0.0339623,0.12459186,2
RISK-V2-009878,CEN-15,17.31770833,-1.26844467,-0.15027653,1
RISK-V2-009879,CEN-21,1.36479592,-2.14639536,0.1686572,1
RISK-V2-009880,CEN-04,8.93840349,-1.7756538,-0.28353493,3
RISK-V2-009881,CEN-13,59.42894345,0.1034568,-0.212517,1
RISK-V2-009882,CEN-19,17.52914187,-1.20212391,0.02976291,2
RISK-V2-009883,CEN-03,54.2485119,0.0897751,-0.02587732,1
RISK-V2-009884,CEN-15,2.02380952,-2.1427838,-0.00590183,1
RISK-V2-009885,CEN-14,31.46329365,-0.73577175,-0.14542119,0
RISK-V2-009886,CEN-07,93.89570933,1.91029102,-0.15254817,1
RISK-V2-009887,CEN-12,89.80530754,1.505423,0.04729671,1
RISK-V2-009888,CEN-12,84.71540179,0.9024294,-0.22683645,0
RISK-V2-009889,CEN-21,4.44196429,-2.05342616,-0.21710863,3
RISK-V2-009890,CEN-11,8.35636338,-1.45285053,0.57080871,1
RISK-V2-009891,CEN-24,65.59647817,0.28319061,-0.21110622,0
RISK-V2-009892,CEN-14,63.14732143,0.28347963,-0.09323783,1
RISK-V2-009893,CEN-08,8.89570933,-1.75428938,0.00527776,0
RISK-V2-009894,CEN-19,39.06436012,-0.3511816,-0.01527476,0
RISK-V2-009895,CEN-22,37.65811012,-0.54660384,-0.11729907,1
RISK-V2-009896,CEN-05,86.26860119,1.29187971,0.03803159,1
RISK-V2-009897,CEN-11,30.62686012,-1.00235037,-0.11564765,3
RISK-V2-009898,CEN-18,77.93960813,1.05464741,-0.2392712,1
RISK-V2-009899,CEN-04,55.8203125,0.10969992,-0.00134315,0
RISK-V2-009900,CEN-16,75.56423611,0.89914957,-0.23185984,1
RISK-V2-009901,CEN-18,31.5531994,-0.7263661,0.07030813,2
RISK-V2-009902,CEN-22,23.57948909,-1.12976123,-0.1807101,0
RISK-V2-009903,CEN-09,78.79030258,1.10517244,0.2238614,1
RISK-V2-009904,CEN-24,69.45994544,0.87006055,-0.33176728,0
RISK-V2-009905,CEN-14,36.56179138,-0.32048822,0.07341909,1
RISK-V2-009906,CEN-01,40.49355159,-0.50386164,-0.12915596,1
RISK-V2-009907,CEN-01,47.36793155,-0.19175858,-0.36252137,0
RISK-V2-009908,CEN-13,42.66307044,-0.30603736,-0.24176337,1
RISK-V2-009909,CEN-15,0.36272321,-2.83037678,0.26783818,0
RISK-V2-009910,CEN-12,85.16741071,1.58308981,0.08824423,1
RISK-V2-009911,CEN-02,69.765625,0.59042799,0.3521933,0
RISK-V2-009912,CEN-03,25.00744048,-0.88763154,0.01773147,2
RISK-V2-009913,CEN-06,100.0,2.49765244,-0.18670974,2
RISK-V2-009914,CEN-13,50.30576814,0.25959497,-0.11928489,1
RISK-V2-009915,CEN-18,58.02765377,0.48737289,0.2243389,0
RISK-V2-009916,CEN-24,58.21986607,0.56684133,0.37125381,0
RISK-V2-009917,CEN-14,66.02306548,0.43461433,-0.28739417,3
RISK-V2-009918,CEN-02,71.76835317,0.87287486,0.16313444,0
RISK-V2-009919,CEN-05,99.28651148,2.29352093,-0.39057777,3
