id_sintetico,cenario_id,ghe_codigo,A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,H1,H2,H3,I1,I2,I3,I4,I5,I6,I7,I8,I9,J1,J2,J3,J4,J5,J6,J7,J8
RISK-V2-010785,CEN-14,GHE-02,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,,4.0,3.0,,5.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0
RISK-V2-010786,CEN-16,GHE-04,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0
RISK-V2-010787,CEN-04,GHE-04,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
RISK-V2-010788,CEN-10,GHE-04,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
RISK-V2-010789,CEN-21,GHE-03,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
RISK-V2-010790,CEN-18,GHE-06,3.0,,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0
RISK-V2-010791,CEN-23,GHE-05,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,,4.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
RISK-V2-010792,CEN-13,GHE-01,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0
RISK-V2-010793,CEN-23,GHE-05,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,3.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,5.0,,4.0,4.0,3.0,4.0
RISK-V2-010794,CEN-15,GHE-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-010795,CEN-23,GHE-05,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,,1.0,1.0,1.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0
RISK-V2-010796,CEN-01,GHE-01,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0
RISK-V2-010797,CEN-22,GHE-04,4.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0
RISK-V2-010798,CEN-08,GHE-02,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
RISK-V2-010799,CEN-05,GHE-05,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0
RISK-V2-010800,CEN-19,GHE-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
RISK-V2-010801,CEN-21,GHE-03,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
RISK-V2-010802,CEN-10,GHE-04,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0
RISK-V2-010803,CEN-23,GHE-05,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0
RISK-V2-010804,CEN-10,GHE-04,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0
RISK-V2-010805,CEN-09,GHE-03,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
RISK-V2-010806,CEN-09,GHE-03,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0
RISK-V2-010807,CEN-17,GHE-05,3.0,2.0,2.0,3.0,3.0,5.0,2.0,,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
RISK-V2-010808,CEN-17,GHE-05,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0
RISK-V2-010809,CEN-20,GHE-02,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0
RISK-V2-010810,CEN-02,GHE-02,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-010811,CEN-07,GHE-01,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-010812,CEN-07,GHE-01,2.0,2.0,3.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
RISK-V2-010813,CEN-06,GHE-06,2.0,3.0,3.0,4.0,3.0,2.0,,,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,,3.0,4.0
RISK-V2-010814,CEN-01,GHE-01,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,,3.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0
RISK-V2-010815,CEN-24,GHE-06,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,,2.0,3.0,5.0,3.0,,4.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0
RISK-V2-010816,CEN-11,GHE-05,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0
RISK-V2-010817,CEN-15,GHE-03,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0
RISK-V2-010818,CEN-20,GHE-02,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,,5.0,5.0,4.0,5.0,5.0,4.0,4.0
RISK-V2-010819,CEN-06,GHE-06,2.0,3.0,2.0,4.0,,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0
RISK-V2-010820,CEN-02,GHE-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0
RISK-V2-010821,CEN-16,GHE-04,2.0,3.0,3.0,3.0,2.0,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
RISK-V2-010822,CEN-07,GHE-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-010823,CEN-13,GHE-01,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
RISK-V2-010824,CEN-05,GHE-05,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0
RISK-V2-010825,CEN-04,GHE-04,,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
RISK-V2-010826,CEN-16,GHE-04,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,
RISK-V2-010827,CEN-07,GHE-01,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-010828,CEN-12,GHE-06,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
RISK-V2-010829,CEN-19,GHE-01,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
RISK-V2-010830,CEN-16,GHE-04,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,,1.0,5.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0
RISK-V2-010831,CEN-16,GHE-04,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0
RISK-V2-010832,CEN-18,GHE-06,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
RISK-V2-010833,CEN-14,GHE-02,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-010834,CEN-19,GHE-01,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0
RISK-V2-010835,CEN-21,GHE-03,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,5.0,3.0,4.0,3.0,5.0,,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0
RISK-V2-010836,CEN-06,GHE-06,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
RISK-V2-010837,CEN-22,GHE-04,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-010838,CEN-16,GHE-04,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-010839,CEN-03,GHE-03,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,,,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
RISK-V2-010840,CEN-13,GHE-01,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,2.0,2.0,2.0,3.0
RISK-V2-010841,CEN-01,GHE-01,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
RISK-V2-010842,CEN-02,GHE-02,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,,2.0,2.0,3.0,2.0,2.0,1.0,,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
RISK-V2-010843,CEN-15,GHE-03,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0
RISK-V2-010844,CEN-02,GHE-02,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0
RISK-V2-010845,CEN-10,GHE-04,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,,3.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
RISK-V2-010846,CEN-23,GHE-05,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,5.0,5.0,,4.0,5.0,5.0,5.0,3.0
RISK-V2-010847,CEN-22,GHE-04,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0
RISK-V2-010848,CEN-02,GHE-02,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0
RISK-V2-010849,CEN-23,GHE-05,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0
RISK-V2-010850,CEN-12,GHE-06,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,5.0,,4.0,5.0,4.0,3.0,4.0,3.0
RISK-V2-010851,CEN-14,GHE-02,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
RISK-V2-010852,CEN-03,GHE-03,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
